Reference	Position	ErrorFrequency
tRNA-Ala-AGC-1-10	8	0.0
tRNA-Ala-AGC-1-10	9	0.0
tRNA-Ala-AGC-1-10	10	0.0
tRNA-Ala-AGC-1-10	11	0.02631578947368421
tRNA-Ala-AGC-1-10	12	0.0
tRNA-Ala-AGC-1-10	13	0.14545454545454545
tRNA-Ala-AGC-1-10	14	0.011627906976744186
tRNA-Ala-AGC-1-10	15	0.009009009009009009
tRNA-Ala-AGC-1-10	16	0.007575757575757576
tRNA-Ala-AGC-1-10	17	0.02030456852791878
tRNA-Ala-AGC-1-10	18	0.008849557522123894
tRNA-Ala-AGC-1-10	19	0.017241379310344827
tRNA-Ala-AGC-1-10	20	0.020491803278688523
tRNA-Ala-AGC-1-10	21	0.032520325203252036
tRNA-Ala-AGC-1-10	22	0.05263157894736842
tRNA-Ala-AGC-1-10	23	0.06694560669456066
tRNA-Ala-AGC-1-10	24	1.0
tRNA-Ala-AGC-1-10	25	0.033582089552238806
tRNA-Ala-AGC-1-10	26	0.07720588235294118
tRNA-Ala-AGC-1-10	27	0.05860805860805861
tRNA-Ala-AGC-1-10	28	0.022222222222222223
tRNA-Ala-AGC-1-10	29	0.04924242424242424
tRNA-Ala-AGC-1-10	30	0.05639097744360902
tRNA-Ala-AGC-1-10	31	0.02631578947368421
tRNA-Ala-AGC-1-10	32	0.05363984674329502
tRNA-Ala-AGC-1-10	33	0.4099616858237548
tRNA-Ala-AGC-1-10	34	0.05263157894736842
tRNA-Ala-AGC-1-10	35	0.05660377358490566
tRNA-Ala-AGC-1-10	36	0.044444444444444446
tRNA-Ala-AGC-1-10	37	0.06037735849056604
tRNA-Ala-AGC-1-10	38	0.21428571428571427
tRNA-Ala-AGC-1-10	39	0.10902255639097744
tRNA-Ala-AGC-1-10	40	0.12244897959183673
tRNA-Ala-AGC-1-10	41	0.236
tRNA-Ala-AGC-1-10	42	0.32727272727272727
tRNA-Ala-AGC-1-10	43	0.22268907563025211
tRNA-Ala-AGC-1-10	44	0.226890756302521
tRNA-Ala-AGC-1-10	45	0.5260869565217391
tRNA-Ala-AGC-1-10	46	0.18018018018018017
tRNA-Ala-AGC-1-10	47	0.29891304347826086
tRNA-Ala-AGC-1-10	48	0.3448275862068966
tRNA-Ala-AGC-1-10	49	0.36134453781512604
tRNA-Ala-AGC-1-10	50	0.3898305084745763
tRNA-Ala-AGC-1-10	51	0.21810699588477367
tRNA-Ala-AGC-1-10	52	0.3053435114503817
tRNA-Ala-AGC-1-10	53	0.2301255230125523
tRNA-Ala-AGC-1-10	54	0.1991869918699187
tRNA-Ala-AGC-1-10	55	0.33617021276595743
tRNA-Ala-AGC-1-10	56	0.1963470319634703
tRNA-Ala-AGC-1-10	57	0.24081632653061225
tRNA-Ala-AGC-1-10	58	0.3669724770642202
tRNA-Ala-AGC-1-10	59	0.1349206349206349
tRNA-Ala-AGC-1-10	60	0.09795918367346938
tRNA-Ala-AGC-1-10	61	0.41818181818181815
tRNA-Ala-AGC-1-10	62	0.3
tRNA-Ala-AGC-1-10	63	0.34513274336283184
tRNA-Ala-AGC-1-10	64	0.3062015503875969
tRNA-Ala-AGC-1-10	65	0.2037735849056604
tRNA-Ala-AGC-1-10	66	0.11155378486055777
tRNA-Ala-AGC-1-10	67	0.05747126436781609
tRNA-Ala-AGC-1-10	68	0.2625
tRNA-Ala-AGC-1-10	69	0.17669172932330826
tRNA-Ala-AGC-1-10	70	0.2188679245283019
tRNA-Ala-AGC-1-10	71	0.2885375494071146
tRNA-Ala-AGC-1-10	72	0.20233463035019456
tRNA-Ala-AGC-1-10	73	0.15217391304347827
tRNA-Ala-AGC-1-10	74	0.14705882352941177
tRNA-Ala-AGC-1-10	75	0.18374558303886926
tRNA-Ala-AGC-1-10	76	0.14909090909090908
tRNA-Ala-AGC-1-10	77	0.23272727272727273
tRNA-Ala-AGC-1-10	78	0.28308823529411764
tRNA-Ala-AGC-1-10	79	0.875
tRNA-Ala-AGC-1-10	80	0.06666666666666667
tRNA-Ala-AGC-1-10	81	0.06451612903225806
tRNA-Ala-AGC-1-10	82	0.057971014492753624
tRNA-Ala-AGC-1-10	83	0.09663865546218488
tRNA-Ala-AGC-1-10	84	0.15129151291512916
tRNA-Ala-AGC-1-10	85	0.13360323886639677
tRNA-Ala-AGC-1-10	86	0.01773049645390071
tRNA-Ala-AGC-1-10	87	0.09219858156028368
tRNA-Ala-AGC-1-10	88	0.017543859649122806
tRNA-Ala-AGC-1-10	89	0.03180212014134275
tRNA-Ala-AGC-1-10	90	0.018050541516245487
tRNA-Ala-AGC-1-10	91	0.05660377358490566
tRNA-Ala-AGC-1-10	92	0.10116731517509728
tRNA-Ala-AGC-1-10	93	0.08536585365853659
tRNA-Ala-AGC-1-10	94	0.08260869565217391
tRNA-Ala-AGC-1-10	95	0.12560386473429952
tRNA-Ala-AGC-1-10	96	0.1111111111111111
tRNA-Ala-AGC-1-10	97	0.2850467289719626
tRNA-Ala-AGC-1-10	98	0.11981566820276497
tRNA-Ala-AGC-1-10	99	0.11688311688311688
tRNA-Ala-AGC-1-10	100	0.17061611374407584
tRNA-Ala-AGC-1-10	101	0.13170731707317074
tRNA-Ala-AGC-1-10	102	0.19534883720930232
tRNA-Ala-AGC-1-10	103	0.07960199004975124
tRNA-Ala-AGC-1-10	104	0.14285714285714285
tRNA-Ala-AGC-1-10	105	0.16304347826086957
tRNA-Ala-AGC-1-10	106	0.147239263803681
tRNA-Ala-AGC-1-10	107	0.18285714285714286
tRNA-Ala-AGC-1-10	108	0.1896551724137931
tRNA-Ala-AGC-1-10	109	0.12195121951219512
tRNA-Ala-AGC-1-10	110	0.27710843373493976
tRNA-Ala-AGC-1-10	111	0.16770186335403728
tRNA-Ala-AGC-1-10	112	0.475177304964539
tRNA-Ala-AGC-1-10	113	0.11971830985915492
tRNA-Ala-AGC-1-10	114	0.2535211267605634
tRNA-Ala-AGC-1-10	115	0.1450381679389313
tRNA-Ala-AGC-1-10	116	0.452991452991453
tRNA-Ala-AGC-1-10	117	0.3548387096774194
tRNA-Ala-AGC-1-10	118	0.11570247933884298
tRNA-Ala-AGC-1-10	119	0.1
tRNA-Ala-AGC-1-10	120	0.07258064516129033
tRNA-Ala-AGC-1-10	121	0.024193548387096774
tRNA-Ala-AGC-1-10	122	0.056451612903225805
tRNA-Ala-AGC-1-10	123	0.03418803418803419
tRNA-Ala-AGC-1-10	124	0.017391304347826087
tRNA-Ala-AGC-1-10	125	0.022222222222222223
tRNA-Ala-AGC-1-10	126	0.0
tRNA-Ala-AGC-1-10	127	0.016129032258064516
tRNA-Ala-AGC-1-10	128	0.0
tRNA-Ala-AGC-1-10	129	0.0
tRNA-Ala-AGC-1-10	130	0.0
tRNA-Ala-AGC-1-11	1	0.0
tRNA-Ala-AGC-1-11	2	0.0
tRNA-Ala-AGC-1-11	3	0.0
tRNA-Ala-AGC-1-11	4	0.0
tRNA-Ala-AGC-1-11	5	0.0
tRNA-Ala-AGC-1-11	6	0.0
tRNA-Ala-AGC-1-11	7	0.0
tRNA-Ala-AGC-1-11	8	0.0
tRNA-Ala-AGC-1-11	9	0.0
tRNA-Ala-AGC-1-11	10	0.13333333333333333
tRNA-Ala-AGC-1-11	11	0.0975609756097561
tRNA-Ala-AGC-1-11	12	0.0
tRNA-Ala-AGC-1-11	13	0.045454545454545456
tRNA-Ala-AGC-1-11	14	0.020202020202020204
tRNA-Ala-AGC-1-11	15	0.0
tRNA-Ala-AGC-1-11	16	0.02857142857142857
tRNA-Ala-AGC-1-11	17	0.01293103448275862
tRNA-Ala-AGC-1-11	18	0.007434944237918215
tRNA-Ala-AGC-1-11	19	0.0034482758620689655
tRNA-Ala-AGC-1-11	20	0.01
tRNA-Ala-AGC-1-11	21	0.026845637583892617
tRNA-Ala-AGC-1-11	22	0.05405405405405406
tRNA-Ala-AGC-1-11	23	0.08710801393728224
tRNA-Ala-AGC-1-11	24	1.0
tRNA-Ala-AGC-1-11	25	0.02821316614420063
tRNA-Ala-AGC-1-11	26	0.06172839506172839
tRNA-Ala-AGC-1-11	27	0.04294478527607362
tRNA-Ala-AGC-1-11	28	0.01529051987767584
tRNA-Ala-AGC-1-11	29	0.05642633228840126
tRNA-Ala-AGC-1-11	30	0.03773584905660377
tRNA-Ala-AGC-1-11	31	0.027607361963190184
tRNA-Ala-AGC-1-11	32	0.03426791277258567
tRNA-Ala-AGC-1-11	33	0.42443729903536975
tRNA-Ala-AGC-1-11	34	0.05572755417956656
tRNA-Ala-AGC-1-11	35	0.04953560371517028
tRNA-Ala-AGC-1-11	36	0.05
tRNA-Ala-AGC-1-11	37	0.065625
tRNA-Ala-AGC-1-11	38	0.2627986348122867
tRNA-Ala-AGC-1-11	39	0.08150470219435736
tRNA-Ala-AGC-1-11	40	0.14516129032258066
tRNA-Ala-AGC-1-11	41	0.26732673267326734
tRNA-Ala-AGC-1-11	42	0.2916666666666667
tRNA-Ala-AGC-1-11	43	0.22826086956521738
tRNA-Ala-AGC-1-11	44	0.2140221402214022
tRNA-Ala-AGC-1-11	45	0.48214285714285715
tRNA-Ala-AGC-1-11	46	0.19784172661870503
tRNA-Ala-AGC-1-11	47	0.25229357798165136
tRNA-Ala-AGC-1-11	48	0.3082191780821918
tRNA-Ala-AGC-1-11	49	0.3003412969283277
tRNA-Ala-AGC-1-11	50	0.3993055555555556
tRNA-Ala-AGC-1-11	51	0.25259515570934254
tRNA-Ala-AGC-1-11	52	0.2292358803986711
tRNA-Ala-AGC-1-11	53	0.22592592592592592
tRNA-Ala-AGC-1-11	54	0.1836734693877551
tRNA-Ala-AGC-1-11	55	0.36619718309859156
tRNA-Ala-AGC-1-11	56	0.2007042253521127
tRNA-Ala-AGC-1-11	57	0.2280130293159609
tRNA-Ala-AGC-1-11	58	0.3851851851851852
tRNA-Ala-AGC-1-11	59	0.12251655629139073
tRNA-Ala-AGC-1-11	60	0.07903780068728522
tRNA-Ala-AGC-1-11	61	0.45075757575757575
tRNA-Ala-AGC-1-11	62	0.27956989247311825
tRNA-Ala-AGC-1-11	63	0.3229166666666667
tRNA-Ala-AGC-1-11	64	0.2916666666666667
tRNA-Ala-AGC-1-11	65	0.21069182389937108
tRNA-Ala-AGC-1-11	66	0.10891089108910891
tRNA-Ala-AGC-1-11	67	0.060897435897435896
tRNA-Ala-AGC-1-11	68	0.23154362416107382
tRNA-Ala-AGC-1-11	69	0.1557632398753894
tRNA-Ala-AGC-1-11	70	0.20783132530120482
tRNA-Ala-AGC-1-11	71	0.30340557275541796
tRNA-Ala-AGC-1-11	72	0.19811320754716982
tRNA-Ala-AGC-1-11	73	0.17559523809523808
tRNA-Ala-AGC-1-11	74	0.10303030303030303
tRNA-Ala-AGC-1-11	75	0.17941176470588235
tRNA-Ala-AGC-1-11	76	0.10294117647058823
tRNA-Ala-AGC-1-11	77	0.20294117647058824
tRNA-Ala-AGC-1-11	78	0.3282674772036474
tRNA-Ala-AGC-1-11	79	0.8922155688622755
tRNA-Ala-AGC-1-11	80	0.021021021021021023
tRNA-Ala-AGC-1-11	81	0.06402439024390244
tRNA-Ala-AGC-1-11	82	0.060240963855421686
tRNA-Ala-AGC-1-11	83	0.08185053380782918
tRNA-Ala-AGC-1-11	84	0.1345565749235474
tRNA-Ala-AGC-1-11	85	0.11589403973509933
tRNA-Ala-AGC-1-11	86	0.014792899408284023
tRNA-Ala-AGC-1-11	87	0.09144542772861357
tRNA-Ala-AGC-1-11	88	0.017595307917888565
tRNA-Ala-AGC-1-11	89	0.035398230088495575
tRNA-Ala-AGC-1-11	90	0.023809523809523808
tRNA-Ala-AGC-1-11	91	0.07120743034055728
tRNA-Ala-AGC-1-11	92	0.06885245901639345
tRNA-Ala-AGC-1-11	93	0.08469055374592833
tRNA-Ala-AGC-1-11	94	0.10526315789473684
tRNA-Ala-AGC-1-11	95	0.09349593495934959
tRNA-Ala-AGC-1-11	96	0.10294117647058823
tRNA-Ala-AGC-1-11	97	0.29389312977099236
tRNA-Ala-AGC-1-11	98	0.10486891385767791
tRNA-Ala-AGC-1-11	99	0.09774436090225563
tRNA-Ala-AGC-1-11	100	0.16738197424892703
tRNA-Ala-AGC-1-11	101	0.11965811965811966
tRNA-Ala-AGC-1-11	102	0.21052631578947367
tRNA-Ala-AGC-1-11	103	0.07851239669421488
tRNA-Ala-AGC-1-11	104	0.16363636363636364
tRNA-Ala-AGC-1-11	105	0.14285714285714285
tRNA-Ala-AGC-1-11	106	0.15813953488372093
tRNA-Ala-AGC-1-11	107	0.2237442922374429
tRNA-Ala-AGC-1-11	108	0.20361990950226244
tRNA-Ala-AGC-1-11	109	0.09950248756218906
tRNA-Ala-AGC-1-11	110	0.3386243386243386
tRNA-Ala-AGC-1-11	111	0.2
tRNA-Ala-AGC-1-11	112	0.5
tRNA-Ala-AGC-1-11	113	0.14814814814814814
tRNA-Ala-AGC-1-11	114	0.28205128205128205
tRNA-Ala-AGC-1-11	115	0.1375
tRNA-Ala-AGC-1-11	116	0.5384615384615384
tRNA-Ala-AGC-1-11	117	0.2777777777777778
tRNA-Ala-AGC-1-11	118	0.17857142857142858
tRNA-Ala-AGC-1-11	119	0.18571428571428572
tRNA-Ala-AGC-1-11	120	0.041379310344827586
tRNA-Ala-AGC-1-11	121	0.028368794326241134
tRNA-Ala-AGC-1-11	122	0.02127659574468085
tRNA-Ala-AGC-1-11	123	0.050724637681159424
tRNA-Ala-AGC-1-11	124	0.045112781954887216
tRNA-Ala-AGC-1-11	125	0.034482758620689655
tRNA-Ala-AGC-1-11	126	0.009900990099009901
tRNA-Ala-AGC-1-11	127	0.0
tRNA-Ala-AGC-1-11	128	0.0
tRNA-Ala-AGC-1-11	129	0.0
tRNA-Ala-AGC-1-11	130	0.0
tRNA-Ala-AGC-1-2	1	0.0
tRNA-Ala-AGC-1-2	2	0.0
tRNA-Ala-AGC-1-2	3	0.0
tRNA-Ala-AGC-1-2	4	0.0
tRNA-Ala-AGC-1-2	5	0.0
tRNA-Ala-AGC-1-2	6	0.0
tRNA-Ala-AGC-1-2	7	0.0
tRNA-Ala-AGC-1-2	8	0.0
tRNA-Ala-AGC-1-2	9	0.0
tRNA-Ala-AGC-1-2	10	0.0
tRNA-Ala-AGC-1-2	11	0.0
tRNA-Ala-AGC-1-2	12	0.0
tRNA-Ala-AGC-1-2	13	0.12121212121212122
tRNA-Ala-AGC-1-2	14	0.009433962264150943
tRNA-Ala-AGC-1-2	15	0.0
tRNA-Ala-AGC-1-2	16	0.020134228187919462
tRNA-Ala-AGC-1-2	17	0.021367521367521368
tRNA-Ala-AGC-1-2	18	0.007575757575757576
tRNA-Ala-AGC-1-2	19	0.007352941176470588
tRNA-Ala-AGC-1-2	20	0.017793594306049824
tRNA-Ala-AGC-1-2	21	0.042105263157894736
tRNA-Ala-AGC-1-2	22	0.07563025210084033
tRNA-Ala-AGC-1-2	23	0.08550185873605948
tRNA-Ala-AGC-1-2	24	1.0
tRNA-Ala-AGC-1-2	25	0.022435897435897436
tRNA-Ala-AGC-1-2	26	0.08571428571428572
tRNA-Ala-AGC-1-2	27	0.03470031545741325
tRNA-Ala-AGC-1-2	28	0.02830188679245283
tRNA-Ala-AGC-1-2	29	0.06109324758842444
tRNA-Ala-AGC-1-2	30	0.05177993527508091
tRNA-Ala-AGC-1-2	31	0.031545741324921134
tRNA-Ala-AGC-1-2	32	0.03459119496855346
tRNA-Ala-AGC-1-2	33	0.4418604651162791
tRNA-Ala-AGC-1-2	34	0.06329113924050633
tRNA-Ala-AGC-1-2	35	0.025477707006369428
tRNA-Ala-AGC-1-2	36	0.057692307692307696
tRNA-Ala-AGC-1-2	37	0.054140127388535034
tRNA-Ala-AGC-1-2	38	0.22262773722627738
tRNA-Ala-AGC-1-2	39	0.14563106796116504
tRNA-Ala-AGC-1-2	40	0.1103448275862069
tRNA-Ala-AGC-1-2	41	0.22789115646258504
tRNA-Ala-AGC-1-2	42	0.3359073359073359
tRNA-Ala-AGC-1-2	43	0.22857142857142856
tRNA-Ala-AGC-1-2	44	0.20072992700729927
tRNA-Ala-AGC-1-2	45	0.5485074626865671
tRNA-Ala-AGC-1-2	46	0.22519083969465647
tRNA-Ala-AGC-1-2	47	0.330188679245283
tRNA-Ala-AGC-1-2	48	0.2711267605633803
tRNA-Ala-AGC-1-2	49	0.2907801418439716
tRNA-Ala-AGC-1-2	50	0.375
tRNA-Ala-AGC-1-2	51	0.24822695035460993
tRNA-Ala-AGC-1-2	52	0.21232876712328766
tRNA-Ala-AGC-1-2	53	0.2265625
tRNA-Ala-AGC-1-2	54	0.21052631578947367
tRNA-Ala-AGC-1-2	55	0.4115384615384615
tRNA-Ala-AGC-1-2	56	0.26640926640926643
tRNA-Ala-AGC-1-2	57	0.1935483870967742
tRNA-Ala-AGC-1-2	58	0.3333333333333333
tRNA-Ala-AGC-1-2	59	0.10545454545454545
tRNA-Ala-AGC-1-2	60	0.09252669039145907
tRNA-Ala-AGC-1-2	61	0.46502057613168724
tRNA-Ala-AGC-1-2	62	0.2947761194029851
tRNA-Ala-AGC-1-2	63	0.3333333333333333
tRNA-Ala-AGC-1-2	64	0.296551724137931
tRNA-Ala-AGC-1-2	65	0.16216216216216217
tRNA-Ala-AGC-1-2	66	0.11267605633802817
tRNA-Ala-AGC-1-2	67	0.09818181818181818
tRNA-Ala-AGC-1-2	68	0.1881918819188192
tRNA-Ala-AGC-1-2	69	0.16725978647686832
tRNA-Ala-AGC-1-2	70	0.22105263157894736
tRNA-Ala-AGC-1-2	71	0.3159722222222222
tRNA-Ala-AGC-1-2	72	0.1872791519434629
tRNA-Ala-AGC-1-2	73	0.2247557003257329
tRNA-Ala-AGC-1-2	74	0.17666666666666667
tRNA-Ala-AGC-1-2	75	0.16774193548387098
tRNA-Ala-AGC-1-2	76	0.11437908496732026
tRNA-Ala-AGC-1-2	77	0.15434083601286175
tRNA-Ala-AGC-1-2	78	0.3434343434343434
tRNA-Ala-AGC-1-2	79	0.9025974025974026
tRNA-Ala-AGC-1-2	80	0.019169329073482427
tRNA-Ala-AGC-1-2	81	0.07792207792207792
tRNA-Ala-AGC-1-2	82	0.08441558441558442
tRNA-Ala-AGC-1-2	83	0.07777777777777778
tRNA-Ala-AGC-1-2	84	0.15771812080536912
tRNA-Ala-AGC-1-2	85	0.18315018315018314
tRNA-Ala-AGC-1-2	86	0.031545741324921134
tRNA-Ala-AGC-1-2	87	0.12302839116719243
tRNA-Ala-AGC-1-2	88	0.015723270440251572
tRNA-Ala-AGC-1-2	89	0.03164556962025317
tRNA-Ala-AGC-1-2	90	0.028938906752411574
tRNA-Ala-AGC-1-2	91	0.05537459283387622
tRNA-Ala-AGC-1-2	92	0.07046979865771812
tRNA-Ala-AGC-1-2	93	0.10839160839160839
tRNA-Ala-AGC-1-2	94	0.11068702290076336
tRNA-Ala-AGC-1-2	95	0.14468085106382977
tRNA-Ala-AGC-1-2	96	0.140625
tRNA-Ala-AGC-1-2	97	0.25523012552301255
tRNA-Ala-AGC-1-2	98	0.13709677419354838
tRNA-Ala-AGC-1-2	99	0.1383399209486166
tRNA-Ala-AGC-1-2	100	0.18614718614718614
tRNA-Ala-AGC-1-2	101	0.09361702127659574
tRNA-Ala-AGC-1-2	102	0.1859504132231405
tRNA-Ala-AGC-1-2	103	0.07964601769911504
tRNA-Ala-AGC-1-2	104	0.15384615384615385
tRNA-Ala-AGC-1-2	105	0.12380952380952381
tRNA-Ala-AGC-1-2	106	0.16751269035532995
tRNA-Ala-AGC-1-2	107	0.24154589371980675
tRNA-Ala-AGC-1-2	108	0.16908212560386474
tRNA-Ala-AGC-1-2	109	0.1774193548387097
tRNA-Ala-AGC-1-2	110	0.34065934065934067
tRNA-Ala-AGC-1-2	111	0.143646408839779
tRNA-Ala-AGC-1-2	112	0.5151515151515151
tRNA-Ala-AGC-1-2	113	0.11538461538461539
tRNA-Ala-AGC-1-2	114	0.32
tRNA-Ala-AGC-1-2	115	0.1875
tRNA-Ala-AGC-1-2	116	0.4748201438848921
tRNA-Ala-AGC-1-2	117	0.3611111111111111
tRNA-Ala-AGC-1-2	118	0.10638297872340426
tRNA-Ala-AGC-1-2	119	0.12318840579710146
tRNA-Ala-AGC-1-2	120	0.04929577464788732
tRNA-Ala-AGC-1-2	121	0.014285714285714285
tRNA-Ala-AGC-1-2	122	0.014492753623188406
tRNA-Ala-AGC-1-2	123	0.0
tRNA-Ala-AGC-1-2	124	0.008064516129032258
tRNA-Ala-AGC-1-2	125	0.009708737864077669
tRNA-Ala-AGC-1-2	126	0.0
tRNA-Ala-AGC-1-2	127	0.0
